Subject,Level,Strand,Sub-strand,Description,Code
Drama,Year 6,Making,Ideas,Dramatic action (the driving force and forward motion of drama to create dramatic meaning) driven by narrative structure and dramatic tension (ACADRM035),ACADRM035
Drama,Year 6,Making,Skills,"Experimentation and refinement of ten (10) elements of drama:voice (loud, soft, varying loud and soft; pitch variation; pace; volume; clarity; projection)movement (facial expressions and gestures to create belief in character and situation)role (taking on the point of view of a fictional character; listening and responding in role; adopting a role and maintaining focus)situation (establishing and sustaining a fictional setting)space (establishing a clear setting)character (communicating character traits; developing relationships between characters)time (sense of time to create belief in drama)tension (factors that contribute to suspense in stories; tension in characters' relationships)mood (describes the feelings and attitudes, often combined of the roles or characters involved in dramatic action)relationships (how relationships influence character development)when creating improvised, devised or scripted drama (ACADRM036)Script formatting and conventions, including planning and documentationImprovisation skills (finding a resolution and signalling a conclusion) to enhance drama",ACADRM036
Drama,Year 6,Making,Performance,Rehearsal processes (the consideration of feedback) to improve drama performances to engage an audience (ACADRM037),ACADRM037
Drama,Year 6,Making,Performance,Performance skills and audience awareness (where performers make connections and build trust with the audience) (ACADRM037),ACADRM037
Drama,Year 6,Responding,,"Factors that influence drama in different cultures, times and contexts (ACADRR038)",ACADRR038
Drama,Year 6,Responding,,"Responses that explain how the elements of drama and production elements are used to communicate meaning in drama, using drama terminology (ACADRR038)",ACADRR038
Drama,Year 7,Making,Voice and movement,Voice and movement techniques for selected drama forms and styles (ACADRM043),ACADRM043
Drama,Year 7,Making,Voice and movement,Preparation techniques for voice and movement for selected drama forms and styles (ACADRM043),ACADRM043
Drama,Year 7,Making,Voice and movement,Mime techniques (creating objects using shape and weight) in drama (ACADRM043),ACADRM043
Drama,Year 7,Making,Drama processes and the elements of drama,"Drama processes through exploration of one or more elements of drama (role, character and relationships; voice and movement; space, time and situation; mood, atmosphere and dramatic tension) to establish dramatic meaning and action-audience relationships (ACADRM042)",ACADRM042
Drama,Year 7,Making,Drama processes and the elements of drama,Approaches to characterisation (adapting archetypes) (ACADRM041),ACADRM041
Drama,Year 7,Making,Drama forms and styles,Script interpretation of a scene or section through the elements of drama to create mood and reinforce themes (ACADRM040),ACADRM040
Drama,Year 7,Making,Drama forms and styles,Extended improvisation exploring personal themes based on research and selected drama forms and styles (ACADRM040),ACADRM040
Drama,Year 7,Making,Drama conventions,Drama structures based on episodic structures and non-linear dramatic storytelling (ACADRM042),ACADRM042
Drama,Year 7,Making,Drama conventions,Drama conventions for selected drama forms and styles (ACADRM043),ACADRM043
Drama,Year 7,Making,Drama conventions,Improvisation conventions (establishing scenarios and role/character) (ACADRM043),ACADRM043
Drama,Year 7,Making,Spaces of performance,Levels and status in making drama (ACADRM041),ACADRM041
Drama,Year 7,Making,Spaces of performance,"Stage geography, blocking notation and the impact of thrust stages (ACADRM044)",ACADRM044
Drama,Year 7,Making,Spaces of performance,"Imaginary spaces created by stage components and properties, the elements of drama and audience (ACADRM044)",ACADRM044
Drama,Year 7,Making,Design and technology,Design and technology to support dramatic meaning and create smooth transitions (ACADRM044),ACADRM044
Drama,Year 7,Making,Self-management and group management skills and processes,"Effective group work processes (problem-solving, listening skills) in drama (ACADRM042)",ACADRM042
Drama,Year 7,Making,Self-management and group management skills and processes,Safe practices in drama (backstage management to ensure safe movement) (ACADRM044),ACADRM044
Drama,Year 7,Responding,Drama reflections,"Reflective processes on their own and others&rsquo; work, the impact on meaning of the use of the elements of drama in performance and general drama terminology and language (ACADRM045)",ACADRM045
Drama,Year 8,Making,Voice and movement,Voice and movement techniques for selected drama forms and styles (ACADRM043),ACADRM043
Drama,Year 8,Making,Voice and movement,Preparation techniques for voice and movement for selected drama forms and styles (ACADRM043),ACADRM043
Drama,Year 8,Making,Voice and movement,Mime techniques (mapping the imaginary space before the performance and for audience during the performance) in drama (ACADRM043),ACADRM043
Drama,Year 8,Making,Drama processes and the elements of drama,"Drama processes through exploration of one or more elements of drama (role, character and relationships; voice and movement; space, time and situation; mood, atmosphere and dramatic tension) to establish dramatic meaning and impact on audience (ACADRM042)",ACADRM042
Drama,Year 8,Making,Drama processes and the elements of drama,Approaches to characterisation (creating believable characters) (ACADRM041),ACADRM041
Drama,Year 8,Making,Drama forms and styles,Script interpretation of a scene or section through the elements of drama to highlight mood and reinforce selected themes (ACADRM040),ACADRM040
Drama,Year 8,Making,Drama forms and styles,Extended improvisation exploring community themes based on research and selected drama forms and styles (ACADRM040),ACADRM040
Drama,Year 8,Making,Drama conventions,Drama structures based on action/reaction and moving to a resolution (ACADRM042),ACADRM042
Drama,Year 8,Making,Drama conventions,Drama conventions for selected drama forms and styles (ACADRM043),ACADRM043
Drama,Year 8,Making,Drama conventions,"Improvisation conventions (extending the action, responding to conflicts in the narrative) (ACADRM043)",ACADRM043
Drama,Year 8,Making,Spaces of performance,"Levels, status and proxemics in making drama (ACADRM041)",ACADRM041
Drama,Year 8,Making,Spaces of performance,"Stage geography, blocking notation and the impact of proscenium arch stages (ACADRM044)",ACADRM044
Drama,Year 8,Making,Spaces of performance,"Imaginary spaces shaped by stage components and properties, the elements of drama and audience (ACADRM044)",ACADRM044
Drama,Year 8,Making,Design and technology,Design and technology to support dramatic impact and audience enjoyment of the theatrical experience (ACADRM044),ACADRM044
Drama,Year 8,Making,Self-management and group management skills and processes,Effective group work processes (providing constructive feedback) in drama (ACADRM042),ACADRM042
Drama,Year 8,Making,Self-management and group management skills and processes,Safe practices in drama (use of safety features of drama design and technology) (ACADRM044),ACADRM044
Drama,Year 8,Responding,Drama reflections,"Reflective processes on their own and others&rsquo; work, the impact on audience responses of the use of the elements of drama in performance and use of specific drama terminology and language (ACADRM045)",ACADRM045
Drama,Year 9,Making,Voice and movement,Voice and movement techniques for selected drama forms and styles (ACADRM050),ACADRM050
Drama,Year 9,Making,Voice and movement,Preparation techniques for voice and movement for selected drama forms and styles (ACADRM050),ACADRM050
Drama,Year 9,Making,Voice and movement,"Mime techniques (isolation of body parts; clear signalling of engaging with, or releasing, objects) in drama (ACADRM050)",ACADRM050
Drama,Year 9,Making,Drama processes and the elements of drama,"Drama processes through shaping one or more elements of drama (role, character and relationships; voice and movement; time, space and situation; mood, atmosphere and dramatic tension) to shape dramatic meaning and engage audiences in different relationships (ACADRM049)",ACADRM049
Drama,Year 9,Making,Drama processes and the elements of drama,Approaches to characterisation suited to the demands of the text or devised drama (ACADRM048),ACADRM048
Drama,Year 9,Making,Drama forms and styles,Script interpretation of a scene or section through the elements of drama to shape and manipulate mood and communicate themes to audience (ACADRM047),ACADRM047
Drama,Year 9,Making,Drama forms and styles,Devised drama exploring national themes based on research and selected drama forms and styles (ACADRM047),ACADRM047
Drama,Year 9,Making,Drama conventions,Drama structures based on the 'well-made play' approach (ACADRM049),ACADRM049
Drama,Year 9,Making,Drama conventions,Drama conventions controlled for selected drama forms and styles (ACADRM050),ACADRM050
Drama,Year 9,Making,Drama conventions,"Improvisation conventions (creating dramatic tension, building to a climax) (ACADRM050)",ACADRM050
Drama,Year 9,Making,Spaces of performance,"Levels, status, proxemics and focus in making drama (ACADRM048)",ACADRM048
